700301,5
650301,3
610300,9
700501,5
680900,15
671500,3
720700,15
840400,22
630500,1
720100,7
030703,43
430300,3
611000,2
740300,4
380700,1
580600,5
440600,3
670300,1
400400,2
711300,1
491000,3
060800,15
490902,7
440300,5
252000,11
834400,5
500300,5
390700,78
420200,20
720200,6
161200,3
390200,3
231500,13
740200,14
834500,7
292200,1
460500,4
190800,2
301100,4
611600,1
063303,8
030603,34
730400,5
620400,1
381200,9
310400,5
750100,5
650100,2
151100,5
231100,1
381500,2
150700,1
051400,13
711000,1
839500,6
681100,1
720400,4
560700,15
680600,1
030104,27
420300,10
440102,2
200300,1
710800,7
300600,3
620300,2
300500,2
200401,2
191301,9
841700,2
660301,1
740400,9
160601,2
835100,2
690900,1
630200,1
200402,3
190602,3
710100,2
160501,6
251600,3
180100,7
250400,6
440101,2
430900,2
570200,4
843200,10
650400,3
590700,7
580800,1
660500,5
191302,4
460700,6
630400,1
191100,11
520500,7
660302,2
580502,1
020301,12
230400,3
301802,4
301701,3
160200,11
100400,3
062600,8
560100,2
560300,3
700200,4
301801,1
230600,4
250200,2
190900,5
831700,18
140500,2
640600,1
251900,3
252202,9
250300,1
250600,1
251400,8
120100,7
170900,3
100300,7
170500,4
300800,1
291200,1
260800,2
260700,6
160900,21
301200,4
282700,42
020302,9
750400,17
720600,2
720300,3
710400,5
710500,3
661000,14
660700,2
671100,1
671200,1
611900,1
590500,10
010201,13
730600,1
710300,2
710200,2
711200,1
711100,1
681000,4
681200,1
530503,1
750600,1
491200,2
730500,1
691200,6
690300,3
400500,3
400300,2
839600,6
840000,54
490500,13
490300,3
691400,1
480100,3
834200,5
843900,67
510200,4
460400,1
520300,8
843400,1
730300,2
700302,3
831300,2
220702,16
140302,1
252102,1
640400,1
570100,2
301600,1
630900,2
580501,4
611300,1
711400,1
530100,2
400800,24
510100,6
460302,1
351100,13
420500,5
301803,1
350100,7
837000,7
051300,6
691300,3
351400,11
550200,1
460200,2
410500,33
191200,3
150501,14
271500,10
230100,31
230300,14
051200,20
030601,13
530501,6
530502,1
839200,10
071700,30
390400,14
390500,4
836400,29
835800,6
390600,7
836300,11
070500,19
290900,2
841800,4
230800,9
240700,5
671600,2
841400,2
835900,11
480400,4
590600,7
840100,3
611100,1
260500,1
837300,5
350400,18
420100,15
410200,3
251100,1
190601,15
190401,2
170600,89
760801,39
838600,1
260900,2
271300,6
270500,1
260100,3
836900,2
271200,3
010701,4
730202,2
283800,50
071600,3
061902,15
031501,5
031300,12
030604,15
030702,4
691100,2
340600,1
530600,14
421200,2
836500,9
360200,20
470100,2
431400,12
691500,2
671400,1
730201,3
271400,8
190701,1
570400,1
834000,18
834700,2
530400,9
837400,3
650200,31
251200,5
660900,2
491300,2
381900,1
260200,1
251800,3
500100,3
090300,1
770602,3
670900,1
440700,1
460600,1
480500,1
